Age,Attrition,Department,JobSatisfaction,MonthlyIncome,WorkLifeBalance,YearsAtCompany,AttritionBinary,,,,,,,,
38,No,Sales,1,6893,3,7,0,,,,,,,,
34,No,Sales,1,6125,4,10,0,,,,,,,,
25,No,Research & Development,4,3669,2,3,0,,,,,,,,
58,Yes,Research & Development,1,10008,2,10,1,,,,,,,,
40,No,Research & Development,2,2387,3,4,0,,,,,,,,
36,No,Sales,1,4639,2,15,0,,,,,,,,
48,No,Research & Development,4,7898,3,10,0,,,,,,,,
27,No,Sales,4,2534,3,1,0,,,,,,,,
51,No,Research & Development,2,13142,2,5,0,,,,,,,,
18,No,Research & Development,4,1611,4,0,0,,,,,,,,
35,No,Research & Development,4,5363,3,9,0,,,,,,,,
27,No,Sales,4,5071,3,6,0,,,,,,,,
55,Yes,Sales,3,13695,2,19,1,,,,,,,,
56,No,Research & Development,2,13402,3,19,0,,,,,,,,
34,No,Research & Development,3,2029,3,5,0,,,,,,,,
40,No,Research & Development,3,6377,3,12,0,,,,,,,,
34,No,Research & Development,3,5429,3,8,0,,,,,,,,
31,Yes,Sales,4,2785,4,1,1,,,,,,,,
35,Yes,Sales,3,4614,2,4,1,,,,,,,,
38,No,Research & Development,3,2610,3,4,0,,,,,,,,
34,No,Research & Development,4,6687,4,14,0,,,,,,,,
28,No,Sales,1,4724,3,5,0,,,,,,,,
31,Yes,Research & Development,3,6179,2,10,1,,,,,,,,
39,No,Sales,4,6120,4,5,0,,,,,,,,
51,No,Sales,2,10596,3,4,0,,,,,,,,
41,No,Research & Development,4,5467,2,6,0,,,,,,,,
37,No,Research & Development,3,2996,3,6,0,,,,,,,,
33,No,Sales,4,9998,4,5,0,,,,,,,,
32,No,Sales,2,4078,2,3,0,,,,,,,,
39,No,Research & Development,3,10920,3,6,0,,,,,,,,
25,No,Sales,3,6232,2,3,0,,,,,,,,
52,No,Research & Development,3,13247,2,5,0,,,,,,,,
43,No,Research & Development,3,4081,1,20,0,,,,,,,,
27,No,Sales,4,5769,3,6,0,,,,,,,,
27,Yes,Research & Development,3,2394,3,8,1,,,,,,,,
26,No,Research & Development,4,3904,3,4,0,,,,,,,,
42,No,Human Resources,1,16799,3,20,0,,,,,,,,
52,No,Research & Development,1,2950,1,5,0,,,,,,,,
37,No,Research & Development,3,3629,3,3,0,,,,,,,,
35,No,Research & Development,4,9362,3,2,0,,,,,,,,
25,No,Research & Development,4,3229,2,3,0,,,,,,,,
26,No,Research & Development,1,3578,3,7,0,,,,,,,,
29,No,Human Resources,1,7988,2,10,0,,,,,,,,
49,Yes,Research & Development,1,4284,3,4,1,,,,,,,,
29,Yes,Research & Development,4,7553,3,8,1,,,,,,,,
54,No,Research & Development,4,17328,2,20,0,,,,,,,,
58,No,Research & Development,1,19701,3,9,0,,,,,,,,
55,No,Research & Development,4,14732,4,7,0,,,,,,,,
36,No,Sales,2,9278,3,5,0,,,,,,,,
31,Yes,Sales,3,1359,3,1,1,,,,,,,,
30,No,Sales,1,4779,3,3,0,,,,,,,,
31,No,Research & Development,2,16422,4,3,0,,,,,,,,
34,No,Research & Development,1,2996,3,4,0,,,,,,,,
31,Yes,Research & Development,2,1261,4,1,1,,,,,,,,
27,No,Research & Development,1,2099,4,5,0,,,,,,,,
36,No,Research & Development,4,5810,2,10,0,,,,,,,,
36,No,Sales,1,5647,2,3,0,,,,,,,,
47,No,Research & Development,4,3420,2,6,0,,,,,,,,
25,Yes,Sales,1,4400,3,3,1,,,,,,,,
37,No,Research & Development,3,3500,1,6,0,,,,,,,,
56,No,Research & Development,1,2066,4,3,0,,,,,,,,
47,No,Research & Development,3,17169,4,20,0,,,,,,,,
24,No,Sales,3,4162,3,5,0,,,,,,,,
32,No,Sales,4,9204,2,4,0,,,,,,,,
34,No,Research & Development,2,3294,2,5,0,,,,,,,,
41,No,Research & Development,3,2127,2,4,0,,,,,,,,
40,No,Research & Development,3,3975,4,8,0,,,,,,,,
31,No,Sales,4,10793,3,13,0,,,,,,,,
46,Yes,Sales,4,10096,4,7,1,,,,,,,,
39,Yes,Research & Development,1,3646,4,1,1,,,,,,,,
31,Yes,Research & Development,2,7446,3,10,1,,,,,,,,
45,No,Research & Development,1,10851,3,7,0,,,,,,,,
31,No,Human Resources,2,2109,3,3,0,,,,,,,,
31,Yes,Research & Development,4,3722,1,2,1,,,,,,,,
45,No,Research & Development,4,9380,4,3,0,,,,,,,,
48,No,Sales,1,5486,3,2,0,,,,,,,,
34,Yes,Human Resources,3,2742,3,2,1,,,,,,,,
40,No,Research & Development,2,13757,3,9,0,,,,,,,,
28,No,Sales,1,8463,3,5,0,,,,,,,,
44,No,Research & Development,3,3162,3,5,0,,,,,,,,
53,No,Research & Development,2,16598,2,9,0,,,,,,,,
49,No,Research & Development,3,6651,2,3,0,,,,,,,,
40,No,Research & Development,3,2345,4,3,0,,,,,,,,
44,No,Research & Development,2,3420,2,5,0,,,,,,,,
33,No,Sales,1,4373,3,4,0,,,,,,,,
34,No,Sales,1,4759,3,13,0,,,,,,,,
30,No,Sales,3,5301,2,2,0,,,,,,,,
42,No,Research & Development,4,3673,3,12,0,,,,,,,,
44,No,Sales,3,4768,2,1,0,,,,,,,,
30,No,Research & Development,3,1274,2,1,0,,,,,,,,
57,No,Research & Development,3,4900,2,12,0,,,,,,,,
49,No,Research & Development,2,10466,3,8,0,,,,,,,,
34,No,Research & Development,1,17007,2,14,0,,,,,,,,
28,Yes,Sales,3,2909,4,3,1,,,,,,,,
29,Yes,Sales,2,5765,1,5,1,,,,,,,,
34,Yes,Sales,2,4599,4,15,1,,,,,,,,
35,No,Sales,3,2404,3,1,0,,,,,,,,
24,Yes,Research & Development,1,3172,2,0,1,,,,,,,,
24,No,Sales,2,2033,3,1,0,,,,,,,,
44,No,Research & Development,3,10209,2,2,0,,,,,,,,
29,No,Sales,3,8620,3,10,0,,,,,,,,
30,No,Human Resources,3,2064,4,5,0,,,,,,,,
55,No,Research & Development,3,4035,3,3,0,,,,,,,,
33,No,Research & Development,2,3838,3,5,0,,,,,,,,
47,No,Sales,3,4591,2,5,0,,,,,,,,
28,Yes,Research & Development,1,2561,2,0,1,,,,,,,,
28,No,Research & Development,3,1563,1,1,0,,,,,,,,
28,No,Sales,1,4898,3,4,0,,,,,,,,
49,No,Research & Development,1,4789,3,3,0,,,,,,,,
29,No,Research & Development,2,3180,3,3,0,,,,,,,,
28,No,Research & Development,2,6549,2,8,0,,,,,,,,
33,No,Research & Development,3,6388,3,0,0,,,,,,,,
32,No,Research & Development,4,11244,4,5,0,,,,,,,,
54,No,Research & Development,4,16032,3,14,0,,,,,,,,
29,Yes,Research & Development,1,2362,1,9,1,,,,,,,,
44,No,Research & Development,1,16328,4,20,0,,,,,,,,
39,No,Research & Development,2,8376,3,2,0,,,,,,,,
46,No,Sales,2,16606,4,13,0,,,,,,,,
35,No,Research & Development,2,8606,1,11,0,,,,,,,,
23,No,Research & Development,3,2272,3,4,0,,,,,,,,
40,Yes,Research & Development,1,2018,1,5,1,,,,,,,,
34,No,Sales,3,7083,3,10,0,,,,,,,,
31,Yes,Research & Development,3,4084,1,7,1,,,,,,,,
50,No,Research & Development,4,14411,3,32,0,,,,,,,,
34,No,Sales,3,2308,3,11,0,,,,,,,,
42,No,Research & Development,2,4841,3,1,0,,,,,,,,
37,No,Research & Development,4,4285,3,10,0,,,,,,,,
29,No,Research & Development,1,9715,3,7,0,,,,,,,,
33,No,Research & Development,2,4320,3,5,0,,,,,,,,
45,No,Research & Development,4,2132,3,5,0,,,,,,,,
42,No,Research & Development,4,10124,1,20,0,,,,,,,,
40,No,Sales,1,5473,4,8,0,,,,,,,,
33,No,Research & Development,3,5207,3,15,0,,,,,,,,
40,No,Human Resources,4,16437,3,21,0,,,,,,,,
24,No,Research & Development,1,2296,3,1,0,,,,,,,,
40,No,Research & Development,4,4069,3,2,0,,,,,,,,
45,No,Research & Development,2,7441,3,10,0,,,,,,,,
35,No,Sales,3,2430,3,5,0,,,,,,,,
32,No,Research & Development,2,5878,3,7,0,,,,,,,,
36,No,Sales,4,2644,2,3,0,,,,,,,,
48,No,Sales,3,6439,3,8,0,,,,,,,,
29,No,Research & Development,3,2451,2,1,0,,,,,,,,
33,No,Sales,1,6392,1,2,0,,,,,,,,
30,Yes,Sales,1,9714,3,10,1,,,,,,,,
38,No,Human Resources,3,6077,3,6,0,,,,,,,,
35,No,Research & Development,1,2450,3,3,0,,,,,,,,
30,No,Sales,2,9250,3,4,0,,,,,,,,
35,Yes,Research & Development,1,2074,3,1,1,,,,,,,,
53,Yes,Research & Development,4,10169,3,33,1,,,,,,,,
38,Yes,Research & Development,2,4855,3,5,1,,,,,,,,
32,No,Research & Development,1,4087,2,6,0,,,,,,,,
48,No,Research & Development,1,2367,2,8,0,,,,,,,,
34,No,Research & Development,4,2972,1,1,0,,,,,,,,
55,No,Sales,4,19586,3,36,0,,,,,,,,
34,No,Research & Development,4,5484,2,2,0,,,,,,,,
26,No,Research & Development,4,2061,3,1,0,,,,,,,,
38,No,Sales,2,9924,3,9,0,,,,,,,,
38,No,Sales,2,4198,4,3,0,,,,,,,,
36,No,Sales,3,6815,3,1,0,,,,,,,,
29,No,Research & Development,1,4723,3,10,0,,,,,,,,
35,No,Research & Development,3,6142,3,5,0,,,,,,,,
39,No,Sales,3,8237,3,7,0,,,,,,,,
29,No,Research & Development,4,8853,4,6,0,,,,,,,,
50,No,Sales,3,19331,3,1,0,,,,,,,,
23,No,Research & Development,3,2073,3,2,0,,,,,,,,
36,No,Research & Development,1,5562,3,3,0,,,,,,,,
42,No,Research & Development,4,19613,3,1,0,,,,,,,,
35,No,Research & Development,3,3407,2,10,0,,,,,,,,
34,No,Research & Development,3,5063,2,8,0,,,,,,,,
40,No,Sales,1,4639,3,5,0,,,,,,,,
43,No,Research & Development,2,4876,3,6,0,,,,,,,,
35,No,Research & Development,4,2690,2,1,0,,,,,,,,
46,No,Sales,1,17567,1,26,0,,,,,,,,
28,Yes,Research & Development,2,2408,3,1,1,,,,,,,,
22,No,Research & Development,3,2814,2,4,0,,,,,,,,
50,No,Research & Development,3,11245,3,30,0,,,,,,,,
32,No,Research & Development,4,3312,3,3,0,,,,,,,,
44,No,Research & Development,4,19049,2,22,0,,,,,,,,
30,No,Research & Development,2,2141,2,6,0,,,,,,,,
45,No,Research & Development,1,5769,3,10,0,,,,,,,,
45,No,Sales,1,4385,3,10,0,,,,,,,,
31,No,Sales,1,5332,3,5,0,,,,,,,,
36,No,Research & Development,3,4663,3,3,0,,,,,,,,
34,No,Research & Development,4,4724,3,9,0,,,,,,,,
49,No,Research & Development,1,3211,2,9,0,,,,,,,,
39,No,Research & Development,1,5377,3,7,0,,,,,,,,
27,No,Research & Development,1,4066,3,7,0,,,,,,,,
35,No,Research & Development,1,5208,3,16,0,,,,,,,,
28,No,Research & Development,1,4877,2,5,0,,,,,,,,
21,No,Research & Development,4,3117,3,2,0,,,,,,,,
18,Yes,Sales,4,1569,4,0,1,,,,,,,,
47,No,Human Resources,3,19658,3,5,0,,,,,,,,
39,No,Research & Development,3,3069,3,10,0,,,,,,,,
40,No,Research & Development,3,10435,3,18,0,,,,,,,,
35,No,Research & Development,3,4148,3,14,0,,,,,,,,
37,No,Research & Development,3,5768,2,4,0,,,,,,,,
39,No,Research & Development,3,5042,1,9,0,,,,,,,,
45,No,Research & Development,4,5770,3,10,0,,,,,,,,
38,No,Research & Development,3,7756,4,5,0,,,,,,,,
35,Yes,Sales,1,10306,3,13,1,,,,,,,,
37,No,Research & Development,2,3936,1,8,0,,,,,,,,
40,No,Research & Development,4,7945,2,4,0,,,,,,,,
44,No,Human Resources,4,5743,3,10,0,,,,,,,,
48,No,Research & Development,4,15202,3,2,0,,,,,,,,
35,Yes,Sales,4,5440,2,2,1,,,,,,,,
24,No,Research & Development,4,3760,3,6,0,,,,,,,,
27,No,Research & Development,3,3517,3,3,0,,,,,,,,
27,No,Research & Development,4,2580,2,4,0,,,,,,,,
40,Yes,Research & Development,1,2166,1,4,1,,,,,,,,
29,No,Sales,3,5869,3,5,0,,,,,,,,
36,No,Research & Development,1,8008,3,3,0,,,,,,,,
25,No,Research & Development,3,5206,3,7,0,,,,,,,,
39,No,Research & Development,2,5295,3,5,0,,,,,,,,
49,No,Research & Development,2,16413,3,4,0,,,,,,,,
50,No,Research & Development,1,13269,3,14,0,,,,,,,,
20,No,Sales,3,2783,3,2,0,,,,,,,,
34,No,Research & Development,2,5433,3,11,0,,,,,,,,
36,No,Research & Development,2,2013,3,4,0,,,,,,,,
49,No,Research & Development,3,13966,3,15,0,,,,,,,,
36,No,Research & Development,3,4374,3,3,0,,,,,,,,
36,No,Research & Development,1,6842,3,5,0,,,,,,,,
54,No,Research & Development,3,17426,3,10,0,,,,,,,,
43,No,Research & Development,3,17603,3,14,0,,,,,,,,
35,Yes,Sales,4,4581,4,11,1,,,,,,,,
38,No,Research & Development,4,4735,4,13,0,,,,,,,,
29,No,Sales,2,4187,2,10,0,,,,,,,,
33,No,Sales,4,5505,3,6,0,,,,,,,,
32,No,Research & Development,2,5470,2,9,0,,,,,,,,
31,No,Sales,4,5476,3,10,0,,,,,,,,
49,No,Research & Development,1,2587,2,2,0,,,,,,,,
38,No,Research & Development,2,2440,3,4,0,,,,,,,,
47,No,Sales,2,15972,3,3,0,,,,,,,,
49,No,Research & Development,3,15379,3,8,0,,,,,,,,
41,No,Sales,3,7082,3,2,0,,,,,,,,
20,No,Sales,1,2728,3,2,0,,,,,,,,
33,No,Sales,4,5368,3,6,0,,,,,,,,
36,No,Research & Development,3,5347,2,3,0,,,,,,,,
44,No,Human Resources,4,3195,3,2,0,,,,,,,,
23,Yes,Research & Development,3,3989,3,5,1,,,,,,,,
38,No,Research & Development,3,3306,2,0,0,,,,,,,,
53,No,Research & Development,4,7005,3,4,0,,,,,,,,
48,Yes,Sales,3,2655,3,9,1,,,,,,,,
32,Yes,Research & Development,2,1393,3,1,1,,,,,,,,
26,No,Research & Development,4,2570,3,7,0,,,,,,,,
55,No,Research & Development,2,3537,3,4,0,,,,,,,,
34,No,Research & Development,4,3986,4,15,0,,,,,,,,
60,No,Research & Development,4,10883,4,1,0,,,,,,,,
33,No,Research & Development,2,2028,3,14,0,,,,,,,,
37,No,Sales,4,9525,2,6,0,,,,,,,,
34,No,Research & Development,4,2929,3,10,0,,,,,,,,
23,Yes,Sales,4,2275,3,3,1,,,,,,,,
44,No,Research & Development,4,7879,3,8,0,,,,,,,,
35,No,Research & Development,4,4930,4,5,0,,,,,,,,
43,No,Sales,4,7847,3,10,0,,,,,,,,
24,No,Research & Development,3,4401,3,5,0,,,,,,,,
41,No,Sales,3,9241,3,10,0,,,,,,,,
29,No,Research & Development,3,2974,3,5,0,,,,,,,,
36,No,Sales,4,4502,2,13,0,,,,,,,,
45,No,Research & Development,3,10748,2,23,0,,,,,,,,
24,Yes,Human Resources,3,1555,3,1,1,,,,,,,,
47,Yes,Sales,3,12936,1,23,1,,,,,,,,
26,No,Research & Development,3,2305,4,3,0,,,,,,,,
45,No,Research & Development,2,16704,3,21,0,,,,,,,,
32,No,Research & Development,3,3433,2,5,0,,,,,,,,
31,No,Research & Development,3,3477,4,5,0,,,,,,,,
41,No,Human Resources,2,6430,3,3,0,,,,,,,,
40,No,Research & Development,1,6516,3,1,0,,,,,,,,
24,No,Research & Development,1,3907,4,6,0,,,,,,,,
46,No,Research & Development,2,5562,3,10,0,,,,,,,,
35,No,Research & Development,3,6883,3,7,0,,,,,,,,
30,No,Research & Development,4,2862,2,10,0,,,,,,,,
47,No,Sales,2,4978,1,1,0,,,,,,,,
46,No,Sales,4,10368,2,10,0,,,,,,,,
36,Yes,Sales,1,6134,3,2,1,,,,,,,,
32,Yes,Sales,2,6735,3,0,1,,,,,,,,
23,No,Research & Development,2,3295,1,3,0,,,,,,,,
31,No,Research & Development,4,5238,2,5,0,,,,,,,,
39,No,Research & Development,4,6472,3,9,0,,,,,,,,
32,No,Sales,3,9610,1,4,0,,,,,,,,
40,No,Sales,2,19833,2,21,0,,,,,,,,
45,No,Human Resources,3,9756,4,5,0,,,,,,,,
30,No,Research & Development,1,4968,3,9,0,,,,,,,,
24,No,Human Resources,4,2145,3,2,0,,,,,,,,
30,Yes,Human Resources,4,2180,2,4,1,,,,,,,,
31,No,Sales,3,8346,3,5,0,,,,,,,,
27,No,Research & Development,4,3445,2,6,0,,,,,,,,
29,Yes,Sales,2,2760,3,2,1,,,,,,,,
29,No,Research & Development,3,6294,4,3,0,,,,,,,,
30,No,Sales,1,7140,3,7,0,,,,,,,,
34,No,Research & Development,4,2932,3,5,0,,,,,,,,
33,No,Sales,2,5147,2,11,0,,,,,,,,
49,No,Sales,4,4507,4,5,0,,,,,,,,
33,Yes,Sales,1,8564,2,0,1,,,,,,,,
38,No,Research & Development,2,2468,2,6,0,,,,,,,,
31,Yes,Sales,3,8161,3,1,1,,,,,,,,
29,No,Research & Development,1,2109,3,1,0,,,,,,,,
30,No,Research & Development,3,5294,3,7,0,,,,,,,,
32,No,Research & Development,2,2718,3,7,0,,,,,,,,
38,No,Research & Development,4,5811,3,1,0,,,,,,,,
43,Yes,Research & Development,3,2437,3,1,1,,,,,,,,
42,No,Research & Development,2,2766,2,5,0,,,,,,,,
55,No,Research & Development,1,19038,3,1,0,,,,,,,,
33,No,Research & Development,2,3055,2,9,0,,,,,,,,
41,No,Research & Development,1,2289,3,5,0,,,,,,,,
34,No,Sales,3,4001,3,15,0,,,,,,,,
53,No,Research & Development,3,12965,2,3,0,,,,,,,,
43,No,Human Resources,4,3539,3,9,0,,,,,,,,
34,No,Sales,4,6029,3,2,0,,,,,,,,
21,Yes,Sales,2,2679,3,1,1,,,,,,,,
38,No,Research & Development,3,3702,3,5,0,,,,,,,,
22,Yes,Research & Development,1,2398,3,1,1,,,,,,,,
31,No,Sales,4,5468,3,12,0,,,,,,,,
51,No,Research & Development,3,13116,3,2,0,,,,,,,,
37,No,Sales,2,4189,3,5,0,,,,,,,,
46,No,Research & Development,4,19328,3,2,0,,,,,,,,
36,No,Research & Development,1,8321,3,12,0,,,,,,,,
44,Yes,Research & Development,2,2342,2,5,1,,,,,,,,
37,No,Human Resources,2,4071,2,10,0,,,,,,,,
35,Yes,Sales,4,5813,3,10,1,,,,,,,,
33,No,Research & Development,1,3143,3,10,0,,,,,,,,
28,No,Research & Development,4,2044,4,5,0,,,,,,,,
39,No,Research & Development,3,13464,3,4,0,,,,,,,,
46,No,Sales,2,7991,3,2,0,,,,,,,,
40,No,Research & Development,1,3377,2,4,0,,,,,,,,
42,No,Research & Development,1,5538,2,0,0,,,,,,,,
35,No,Research & Development,4,5762,3,7,0,,,,,,,,
38,No,Human Resources,2,2592,3,11,0,,,,,,,,
34,Yes,Research & Development,1,5346,2,7,1,,,,,,,,
37,Yes,Research & Development,1,4213,1,10,1,,,,,,,,
39,No,Sales,4,4127,3,2,0,,,,,,,,
43,No,Research & Development,3,2438,2,3,0,,,,,,,,
41,No,Research & Development,2,6870,1,3,0,,,,,,,,
41,No,Sales,3,10447,4,22,0,,,,,,,,
30,No,Research & Development,3,9667,3,7,0,,,,,,,,
26,Yes,Human Resources,2,2148,3,5,1,,,,,,,,
46,Yes,Research & Development,2,8926,4,9,1,,,,,,,,
40,No,Research & Development,4,6513,3,5,0,,,,,,,,
34,No,Sales,3,6799,3,10,0,,,,,,,,
58,No,Sales,2,16291,2,16,0,,,,,,,,
35,No,Research & Development,3,2705,4,5,0,,,,,,,,
47,No,Research & Development,2,10333,3,22,0,,,,,,,,
40,No,Research & Development,1,4448,3,7,0,,,,,,,,
54,No,Research & Development,4,6854,2,7,0,,,,,,,,
31,No,Sales,1,9637,3,3,0,,,,,,,,
28,No,Research & Development,1,3591,3,3,0,,,,,,,,
38,No,Sales,4,5405,2,4,0,,,,,,,,
26,No,Sales,4,4684,3,5,0,,,,,,,,
58,No,Research & Development,3,15787,3,2,0,,,,,,,,
18,No,Research & Development,3,1514,1,0,0,,,,,,,,
31,Yes,Human Resources,1,2956,3,1,1,,,,,,,,
29,Yes,Human Resources,1,2335,3,2,1,,,,,,,,
45,No,Sales,3,5154,4,8,0,,,,,,,,
36,No,Research & Development,2,6962,3,1,0,,,,,,,,
43,No,Sales,4,5675,3,7,0,,,,,,,,
27,No,Research & Development,4,2379,2,5,0,,,,,,,,
29,No,Research & Development,4,3812,4,11,0,,,,,,,,
32,No,Sales,4,4648,4,0,0,,,,,,,,
42,No,Research & Development,3,2936,2,6,0,,,,,,,,
47,No,Research & Development,3,2105,3,2,0,,,,,,,,
46,No,Research & Development,4,8578,2,9,0,,,,,,,,
28,No,Human Resources,4,2706,3,3,0,,,,,,,,
29,No,Research & Development,3,6384,3,7,0,,,,,,,,
42,No,Research & Development,3,3968,3,0,0,,,,,,,,
32,Yes,Sales,2,9907,2,2,1,,,,,,,,
46,No,Sales,1,13225,3,19,0,,,,,,,,
27,No,Sales,3,3540,3,9,0,,,,,,,,
29,No,Human Resources,2,2804,3,1,0,,,,,,,,
43,No,Research & Development,3,19392,3,16,0,,,,,,,,
48,No,Research & Development,2,19665,3,22,0,,,,,,,,
29,Yes,Research & Development,4,2439,2,1,1,,,,,,,,
46,Yes,Sales,2,7314,3,8,1,,,,,,,,
27,No,Research & Development,1,4774,2,7,0,,,,,,,,
39,No,Research & Development,4,3902,3,2,0,,,,,,,,
55,No,Research & Development,4,2662,4,5,0,,,,,,,,
28,No,Sales,2,2856,3,1,0,,,,,,,,
30,Yes,Sales,4,1081,2,1,1,,,,,,,,
22,Yes,Research & Development,2,2472,3,1,1,,,,,,,,
36,No,Sales,3,5673,3,10,0,,,,,,,,
31,No,Research & Development,3,4197,3,10,0,,,,,,,,
34,No,Sales,4,9713,3,5,0,,,,,,,,
29,No,Research & Development,1,2062,3,3,0,,,,,,,,
37,No,Research & Development,1,4284,3,5,0,,,,,,,,
35,No,Research & Development,2,4788,3,3,0,,,,,,,,
45,No,Research & Development,4,5906,2,9,0,,,,,,,,
36,No,Human Resources,4,3886,2,10,0,,,,,,,,
40,No,Research & Development,1,16823,3,19,0,,,,,,,,
26,No,Research & Development,3,2933,2,1,0,,,,,,,,
27,No,Sales,3,6500,2,8,0,,,,,,,,
48,No,Research & Development,4,17174,3,22,0,,,,,,,,
44,No,Research & Development,1,5033,3,2,0,,,,,,,,
34,Yes,Research & Development,1,2307,3,5,1,,,,,,,,
56,Yes,Research & Development,4,2587,3,4,1,,,,,,,,
36,No,Sales,2,5507,1,4,0,,,,,,,,
41,No,Sales,2,4393,3,5,0,,,,,,,,
42,No,Research & Development,1,13348,4,13,0,,,,,,,,
31,No,Sales,4,6583,3,5,0,,,,,,,,
34,No,Sales,4,8103,2,4,0,,,,,,,,
31,No,Research & Development,3,3978,2,2,0,,,,,,,,
26,No,Research & Development,4,2544,3,7,0,,,,,,,,
45,No,Research & Development,3,5399,3,4,0,,,,,,,,
33,No,Sales,3,5487,2,10,0,,,,,,,,
28,No,Sales,4,6834,3,7,0,,,,,,,,
29,Yes,Sales,1,1091,3,1,1,,,,,,,,
39,No,Sales,3,5736,3,3,0,,,,,,,,
27,No,Research & Development,2,2226,2,5,0,,,,,,,,
34,No,Research & Development,4,5747,3,15,0,,,,,,,,
28,Yes,Sales,3,9854,3,2,1,,,,,,,,
47,No,Research & Development,2,5467,4,8,0,,,,,,,,
56,No,Sales,1,5380,3,0,0,,,,,,,,
39,No,Research & Development,1,5151,3,10,0,,,,,,,,
38,No,Research & Development,2,2133,3,20,0,,,,,,,,
58,No,Sales,4,17875,2,1,0,,,,,,,,
32,Yes,Research & Development,3,2432,3,4,1,,,,,,,,
38,No,Research & Development,4,4771,4,5,0,,,,,,,,
49,No,Research & Development,4,19161,3,5,0,,,,,,,,
42,No,Sales,4,5087,3,0,0,,,,,,,,
27,Yes,Human Resources,2,2863,3,1,1,,,,,,,,
35,No,Sales,1,5561,1,5,0,,,,,,,,
28,No,Research & Development,3,2144,2,5,0,,,,,,,,
31,No,Research & Development,1,3065,4,4,0,,,,,,,,
36,No,Research & Development,2,2810,3,5,0,,,,,,,,
34,No,Sales,4,9888,2,14,0,,,,,,,,
34,No,Sales,3,8628,2,8,0,,,,,,,,
26,No,Research & Development,1,2867,2,7,0,,,,,,,,
29,No,Research & Development,1,5373,2,5,0,,,,,,,,
32,No,Research & Development,4,6667,3,5,0,,,,,,,,
31,No,Research & Development,1,5003,3,10,0,,,,,,,,
28,Yes,Research & Development,4,2367,2,4,1,,,,,,,,
38,No,Sales,1,2858,2,1,0,,,,,,,,
35,No,Sales,4,5204,3,10,0,,,,,,,,
27,No,Sales,4,4105,3,7,0,,,,,,,,
32,No,Research & Development,4,9679,3,1,0,,,,,,,,
31,Yes,Sales,4,5617,3,10,1,,,,,,,,
53,Yes,Sales,1,10448,2,2,1,,,,,,,,
54,No,Research & Development,3,2897,2,4,0,,,,,,,,
33,No,Research & Development,3,5968,3,9,0,,,,,,,,
43,No,Research & Development,3,7510,3,10,0,,,,,,,,
38,No,Human Resources,2,2991,3,6,0,,,,,,,,
55,No,Human Resources,2,19636,3,10,0,,,,,,,,
31,No,Research & Development,4,1129,3,1,0,,,,,,,,
39,No,Sales,1,13341,3,20,0,,,,,,,,
42,No,Research & Development,3,4332,3,20,0,,,,,,,,
31,No,Research & Development,3,11031,4,11,0,,,,,,,,
54,No,Research & Development,1,4440,3,5,0,,,,,,,,
24,No,Research & Development,3,4617,2,4,0,,,,,,,,
23,No,Research & Development,4,2647,4,5,0,,,,,,,,
40,No,Research & Development,3,6323,4,10,0,,,,,,,,
40,No,Sales,2,5677,3,11,0,,,,,,,,
25,No,Human Resources,2,2187,3,2,0,,,,,,,,
30,No,Research & Development,2,3748,2,12,0,,,,,,,,
25,No,Research & Development,3,3977,2,2,0,,,,,,,,
47,No,Research & Development,3,8633,3,17,0,,,,,,,,
33,No,Research & Development,3,2008,2,1,0,,,,,,,,
38,No,Sales,2,4440,3,15,0,,,,,,,,
31,No,Sales,3,3067,3,2,0,,,,,,,,
38,No,Research & Development,3,5321,3,8,0,,,,,,,,
42,No,Research & Development,1,5410,2,4,0,,,,,,,,
41,No,Research & Development,4,2782,3,5,0,,,,,,,,
47,No,Research & Development,2,11957,1,13,0,,,,,,,,
35,No,Research & Development,3,2660,3,2,0,,,,,,,,
22,No,Research & Development,3,3375,4,3,0,,,,,,,,
35,No,Research & Development,3,5098,3,10,0,,,,,,,,
33,No,Research & Development,4,4878,3,9,0,,,,,,,,
32,No,Research & Development,2,2837,3,6,0,,,,,,,,
40,No,Research & Development,4,2406,2,1,0,,,,,,,,
32,No,Sales,2,2269,3,2,0,,,,,,,,
39,No,Research & Development,4,4108,3,7,0,,,,,,,,
38,No,Research & Development,3,13206,3,18,0,,,,,,,,
32,No,Sales,4,10422,3,14,0,,,,,,,,
37,No,Research & Development,4,13744,3,16,0,,,,,,,,
25,No,Sales,3,4907,2,5,0,,,,,,,,
52,No,Sales,4,3482,2,9,0,,,,,,,,
44,No,Research & Development,4,2436,3,4,0,,,,,,,,
21,No,Sales,1,2380,3,2,0,,,,,,,,
39,No,Research & Development,4,19431,2,6,0,,,,,,,,
23,Yes,Sales,1,1790,2,1,1,,,,,,,,
36,No,Sales,4,7644,3,9,0,,,,,,,,
36,No,Research & Development,2,5131,3,4,0,,,,,,,,
56,No,Research & Development,3,6306,2,13,0,,,,,,,,
29,Yes,Research & Development,4,4787,4,2,1,,,,,,,,
42,No,Research & Development,3,18880,2,22,0,,,,,,,,
56,Yes,Research & Development,3,2339,1,10,1,,,,,,,,
41,No,Research & Development,2,13570,3,20,0,,,,,,,,
34,No,Sales,3,6712,3,8,0,,,,,,,,
36,No,Sales,4,5406,2,15,0,,,,,,,,
